,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
5454,Defiance College,Main Campus,701 N CLINTON,DEFIANCE,OH,43512,2,"Private nonprofit, 4-year or above",342.0,306.0,648.0,2,0,0,0,"Defiance College, 701 N CLINTON, DEFIANCE, OH 43512","[41.2966243, -84.3583836]",41.2966243,-84.3583836
5455,Denison University,Denison University,100 West Loop,GRANVILLE,OH,43023,2,"Private nonprofit, 4-year or above",1020.0,1257.0,2277.0,4,3,0,0,"Denison University, 100 West Loop, GRANVILLE, OH 43023","[40.0734583, -82.5223309]",40.0734583,-82.5223309
5460,The University of Findlay,Main Campus,1000 N MAIN ST,FINDLAY,OH,458403695,2,"Private nonprofit, 4-year or above",1906.0,3172.0,5078.0,2,0,0,0,"The University of Findlay, 1000 N MAIN ST, FINDLAY, OH 458403695","[41.054643, -83.6547373]",41.054643,-83.6547373
5478,Heidelberg University,Main Campus,310 E MARKET ST,TIFFIN,OH,448832462,2,"Private nonprofit, 4-year or above",636.0,678.0,1314.0,3,0,0,0,"Heidelberg University, 310 E MARKET ST, TIFFIN, OH 448832462","[41.1148471, -83.16748539999999]",41.1148471,-83.1674854
5479,Hiram College,Main Campus,11753 Garfield Road,HIRAM,OH,44234,2,"Private nonprofit, 4-year or above",543.0,571.0,1114.0,2,1,0,0,"Hiram College, 11753 Garfield Road, HIRAM, OH 44234","[41.3107322, -81.1439525]",41.3107322,-81.1439525
5481,Hocking College,Main Campus,3301 Hocking Parkway,Nelsonville,OH,457649588,4,"Public, 2-year",1627.0,1313.0,2940.0,2,4,2,2,"Hocking College, 3301 Hocking Parkway, Nelsonville, OH 457649588","[39.44428, -82.221583]",39.44428,-82.221583
5487,Eastern Gateway Community College,Main Campus,4000 SUNSET BLVD,STEUBENVILLE,OH,439523598,4,"Public, 2-year",1633.0,2894.0,4527.0,0,0,0,1,"Eastern Gateway Community College, 4000 SUNSET BLVD, STEUBENVILLE, OH 439523598","[40.3763538, -80.67215759999999]",40.3763538,-80.6721576
5488,John Carroll University,Main Campus,1 John Carroll Boulevard,University Heights,OH,441184581,2,"Private nonprofit, 4-year or above",1715.0,1808.0,3523.0,2,1,0,0,"John Carroll University, 1 John Carroll Boulevard, University Heights, OH 441184581","[41.4905062, -81.5293126]",41.4905062,-81.5293126
5500,Kent State University at Kent,Main Campus,500 East Main Street,Kent,OH,442420001,1,"Public, 4-year or above",11785.0,18382.0,30167.0,18,4,2,0,"Kent State University at Kent, 500 East Main Street, Kent, OH 442420001","[41.1544596, -81.35150019999999]",41.1544596,-81.3515002
5504,Kenyon College,Main Campus,101 Scott Lane,GAMBIER,OH,43022,2,"Private nonprofit, 4-year or above",770.0,938.0,1708.0,20,1,0,0,"Kenyon College, 101 Scott Lane, GAMBIER, OH 43022","[40.3727036, -82.3980189]",40.3727036,-82.3980189
5514,Lorain County Community College,Lorain County Community College,1005 N ABBE RD,ELYRIA,OH,440351691,4,"Public, 2-year",4522.0,6960.0,11482.0,0,1,0,0,"Lorain County Community College, 1005 N ABBE RD, ELYRIA, OH 440351691","[41.4131565, -82.0738172]",41.4131565,-82.0738172
5519,Lourdes University,Lourdes University,6832 CONVENT BLVD,Sylvania,OH,435602898,2,"Private nonprofit, 4-year or above",467.0,959.0,1426.0,1,1,0,0,"Lourdes University, 6832 CONVENT BLVD, Sylvania, OH 435602898","[41.7102371, -83.70723860000001]",41.7102371,-83.7072386
5521,Marietta College,Main Campus,IRVINE BLDG,MARIETTA,OH,457504031,2,"Private nonprofit, 4-year or above",722.0,502.0,1224.0,1,1,0,0,"Marietta College, IRVINE BLDG, MARIETTA, OH 457504031","[39.4145456, -81.4491067]",39.4145456,-81.4491067
5525,Mercy College of Ohio,Mercy College of Ohio - Youngstown,1044 Belmont Avenue,Youngstown,OH,445011790,2,"Private nonprofit, 4-year or above",188.0,1163.0,1351.0,0,0,0,17,"Mercy College of Ohio, 1044 Belmont Avenue, Youngstown, OH 445011790","[41.1137989, -80.65828139999999]",41.1137989,-80.6582814
5527,Miami University-Hamilton,Miami University-Hamilton (204006),1601 University Blvd.,Hamilton,OH,45011,1,"Public, 4-year or above",1328.0,1566.0,2894.0,0,0,0,1,"Miami University-Hamilton, 1601 University Blvd., Hamilton, OH 45011","[39.377788, -84.5630121]",39.377788,-84.5630121
5528,Miami University-Middletown,Miami University-Middletown (204015),4200 N University Blvd,Middletown,OH,450423497,1,"Public, 4-year or above",856.0,1058.0,1914.0,0,2,0,0,"Miami University-Middletown, 4200 N University Blvd, Middletown, OH 450423497","[39.5248195, -84.35749109999999]",39.5248195,-84.3574911
5529,Miami University-Oxford,Miami University-Oxford (204024),501 East High Street,Oxford,OH,45056,1,"Public, 4-year or above",9207.0,10490.0,19697.0,19,6,0,10,"Miami University-Oxford, 501 East High Street, Oxford, OH 45056","[39.5105334, -84.73087679999999]",39.5105334,-84.7308768
5546,Mount Saint Joseph University,Main Campus,5701 DELHI RD,CINCINNATI,OH,452331670,2,"Private nonprofit, 4-year or above",686.0,1359.0,2045.0,2,0,0,0,"Mount Saint Joseph University, 5701 DELHI RD, CINCINNATI, OH 452331670","[39.0951636, -84.6378845]",39.0951636,-84.6378845
5549,Muskingum University,Main Campus,163 STORMONT STREET,NEW CONCORD,OH,43762,2,"Private nonprofit, 4-year or above",831.0,1290.0,2121.0,3,0,0,0,"Muskingum University, 163 STORMONT STREET, NEW CONCORD, OH 43762","[39.9996605, -81.7378895]",39.9996605,-81.7378895
5555,Notre Dame College,Main Campus,4545 COLLEGE RD,Cleveland,OH,441214293,2,"Private nonprofit, 4-year or above",875.0,1110.0,1985.0,8,0,0,0,"Notre Dame College, 4545 COLLEGE RD, Cleveland, OH 441214293","[41.5068579, -81.5154956]",41.5068579,-81.5154956
5556,Northeast Ohio Medical University,Main Campus,4209 STATE ROUTE 44,ROOTSTOWN,OH,442720095,1,"Public, 4-year or above",478.0,481.0,959.0,0,1,0,0,"Northeast Ohio Medical University, 4209 STATE ROUTE 44, ROOTSTOWN, OH 442720095","[41.1031524, -81.245589]",41.1031524,-81.245589
5557,University of Northwestern Ohio,University of Northwestern Ohio,1441 n.cable rd,Lima,OH,45805,2,"Private nonprofit, 4-year or above",3012.0,800.0,3812.0,2,0,0,0,"University of Northwestern Ohio, 1441 n.cable rd, Lima, OH 45805","[40.76055909999999, -84.15656369999999]",40.7605591,-84.1565637
5560,Ohio Dominican University,Main Campus,1216 SUNBURY RD,COLUMBUS,OH,43219,2,"Private nonprofit, 4-year or above",998.0,1408.0,2406.0,2,0,0,0,"Ohio Dominican University, 1216 SUNBURY RD, COLUMBUS, OH 43219","[39.9936875, -82.9410043]",39.9936875,-82.9410043
5572,Ohio State University-Main Campus,Main Campus,190 N. OVAL MALL,COLUMBUS,OH,43210,1,"Public, 4-year or above",29977.0,29505.0,59482.0,61,22,7,16,"Ohio State University-Main Campus, 190 N. OVAL MALL, COLUMBUS, OH 43210","[39.9986729, -83.0098956]",39.9986729,-83.0098956
5585,Otterbein University,Main Campus,1 S. Grove Street,WESTERVILLE,OH,43081,2,"Private nonprofit, 4-year or above",1089.0,1839.0,2928.0,1,4,0,0,"Otterbein University, 1 S. Grove Street, WESTERVILLE, OH 43081","[40.1268746, -82.9371852]",40.1268746,-82.9371852
5588,Owens Community College,Findlay Campus,3200 Bright Rd.,FINDLAY,OH,45840,4,"Public, 2-year",5099.0,5072.0,10171.0,0,0,1,0,"Owens Community College, 3200 Bright Rd., FINDLAY, OH 45840","[41.0775371, -83.621101]",41.0775371,-83.621101
5595,Rabbinical College Telshe,Main Campus,28400 EUCLID AVE,WICKLIFFE,OH,44092,2,"Private nonprofit, 4-year or above",73.0,0.0,73.0,0,0,0,1,"Rabbinical College Telshe, 28400 EUCLID AVE, WICKLIFFE, OH 44092","[41.5934978, -81.48350599999999]",41.5934978,-81.483506
5601,Shawnee State University,Main Campus,940  2nd ST,PORTSMOUTH,OH,456624303,1,"Public, 4-year or above",1695.0,2077.0,3772.0,3,1,0,0,"Shawnee State University, 940  2nd ST, PORTSMOUTH, OH 456624303","[38.731371, -82.9920733]",38.731371,-82.9920733
5611,Stark State College,Automotive Technology Center,5600 Whipple Ave NW,North Canton,OH,44720,4,"Public, 2-year",5338.0,7026.0,12364.0,0,0,0,1,"Stark State College, 5600 Whipple Ave NW, North Canton, OH 44720","[40.8633674, -81.4221474]",40.8633674,-81.4221474
5617,Franciscan University of Steubenville,Main Campus,1235 UNIVERSITY BLVD,STEUBENVILLE,OH,439521763,2,"Private nonprofit, 4-year or above",1124.0,1635.0,2759.0,0,1,0,0,"Franciscan University of Steubenville, 1235 UNIVERSITY BLVD, STEUBENVILLE, OH 439521763","[40.3772094, -80.6244016]",40.3772094,-80.6244016
5625,Tiffin University,Tiffin Campus,155 MIAMI ST,TIFFIN,OH,44883,2,"Private nonprofit, 4-year or above",1641.0,1709.0,3350.0,5,0,0,0,"Tiffin University, 155 MIAMI ST, TIFFIN, OH 44883","[41.1185912, -83.1844686]",41.1185912,-83.1844686
5630,University of Toledo,University of Toledo,2801 West Bancroft Street,Toledo,OH,436063390,1,"Public, 4-year or above",10214.0,10401.0,20615.0,4,3,2,0,"University of Toledo, 2801 West Bancroft Street, Toledo, OH 436063390","[41.6580307, -83.6140701]",41.6580307,-83.6140701
5631,University of Toledo,Health Science Campus,3000 Arlington Avenue,Toledo,OH,43614,1,"Public, 4-year or above",10214.0,10401.0,20615.0,0,1,0,0,"University of Toledo, 3000 Arlington Avenue, Toledo, OH 43614","[41.6166905, -83.61584409999999]",41.6166905,-83.6158441
5649,Upper Valley Career Center,Main Campus,8811 CAREER DR,PIQUA,OH,45356,7,"Public, less-than 2-year",114.0,118.0,232.0,0,1,0,0,"Upper Valley Career Center, 8811 CAREER DR, PIQUA, OH 45356","[40.161172, -84.213329]",40.161172,-84.213329
5654,Walsh University,Main Campus,2020 East Maple Street,North Canton,OH,44720,2,"Private nonprofit, 4-year or above",1048.0,1728.0,2776.0,1,2,0,0,"Walsh University, 2020 East Maple Street, North Canton, OH 44720","[40.8740394, -81.36883949999999]",40.8740394,-81.3688395
5661,Wilberforce University,Main Campus,1055 N BICKETT RD,WILBERFORCE,OH,453841001,2,"Private nonprofit, 4-year or above",276.0,369.0,645.0,1,0,1,1,"Wilberforce University, 1055 N BICKETT RD, WILBERFORCE, OH 453841001","[39.710638, -83.878929]",39.710638,-83.878929
5662,Wilmington College,Main Campus,1870 Quaker Way,WILMINGTON,OH,45177,2,"Private nonprofit, 4-year or above",515.0,625.0,1140.0,4,1,0,0,"Wilmington College, 1870 Quaker Way, WILMINGTON, OH 45177","[39.4447895, -83.8181626]",39.4447895,-83.8181626
5667,The College of Wooster,Main Campus,1189 Beall Avenue,Wooster,OH,44691,2,"Private nonprofit, 4-year or above",906.0,1097.0,2003.0,5,2,0,0,"The College of Wooster, 1189 Beall Avenue, Wooster, OH 44691","[40.8110501, -81.9336187]",40.8110501,-81.9336187
5668,Wright State University-Main Campus,Dayton (Main) Campus,3640 Colonel Glenn Highway,Dayton,OH,454350001,1,"Public, 4-year or above",7942.0,8713.0,16655.0,2,14,2,1,"Wright State University-Main Campus, 3640 Colonel Glenn Highway, Dayton, OH 454350001","[39.7845318, -84.0597724]",39.7845318,-84.0597724
5670,Xavier University,Main Campus,3800 VICTORY PKY,CINCINNATI,OH,452071092,2,"Private nonprofit, 4-year or above",2829.0,3680.0,6509.0,14,2,3,0,"Xavier University, 3800 VICTORY PKY, CINCINNATI, OH 452071092","[39.1493644, -84.4745119]",39.1493644,-84.4745119
5671,Youngstown State University,Main Campus,One University Plaza,Youngstown,OH,44555,1,"Public, 4-year or above",5855.0,6788.0,12643.0,2,0,0,0,"Youngstown State University, One University Plaza, Youngstown, OH 44555","[41.10626, -80.6477]",41.10626,-80.6477
5675,Southern Nazarene University,Main Campus,6729 NW 39TH EXPY,BETHANY,OK,73008,2,"Private nonprofit, 4-year or above",1011.0,1175.0,2186.0,0,0,0,8,"Southern Nazarene University, 6729 NW 39TH EXPY, BETHANY, OK 73008","[35.513507, -97.629217]",35.513507,-97.629217
5679,Cameron University,Cameron University,2800 W GORE BLVD,LAWTON,OK,73505,1,"Public, 4-year or above",1922.0,2924.0,4846.0,0,1,0,0,"Cameron University, 2800 W GORE BLVD, LAWTON, OK 73505","[34.6049663, -98.436244]",34.6049663,-98.436244
5681,Carl Albert State College,Carl Albert State College,1507 S MCKENNA,POTEAU,OK,749535208,4,"Public, 2-year",812.0,1382.0,2194.0,0,0,0,1,"Carl Albert State College, 1507 S MCKENNA, POTEAU, OK 749535208","[35.0393506, -94.6341417]",35.0393506,-94.6341417
5683,University of Central Oklahoma,Main Campus,100 N UNIVERSITY DR,EDMOND,OK,73034,1,"Public, 4-year or above",6589.0,9839.0,16428.0,0,0,1,1,"University of Central Oklahoma, 100 N UNIVERSITY DR, EDMOND, OK 73034","[35.654866, -97.471463]",35.654866,-97.471463
5686,Connors State College,Connors State College/Main Campus,700 College Rd.,WARNER,OK,74469,4,"Public, 2-year",752.0,1596.0,2348.0,0,3,0,0,"Connors State College, 700 College Rd., WARNER, OK 74469","[35.4925516, -95.32222139999999]",35.4925516,-95.3222214
5690,Redlands Community College,Main Campus,1300 S COUNTRY CLUB RD,EL RENO,OK,730365304,4,"Public, 2-year",1207.0,1739.0,2946.0,0,0,0,1,"Redlands Community College, 1300 S COUNTRY CLUB RD, EL RENO, OK 730365304","[35.5197225, -97.9742825]",35.5197225,-97.9742825
5696,Spartan College of Aeronautics and Technology,Tulsa Main Campus,8820 E PINE ST,TULSA,OK,74115,3,"Private for-profit, 4-year or above",965.0,108.0,1073.0,1,0,0,1,"Spartan College of Aeronautics and Technology, 8820 E PINE ST, TULSA, OK 74115","[36.17648, -95.879233]",36.17648,-95.879233
5697,Northeastern State University,Tahlequah,600 N GRAND,TAHLEQUAH,OK,744642399,1,"Public, 4-year or above",3091.0,5018.0,8109.0,1,2,0,0,"Northeastern State University, 600 N GRAND, TAHLEQUAH, OK 744642399","[35.9214597, -94.9674541]",35.9214597,-94.9674541
5704,Northeastern Oklahoma A&M College,Main Campus,200 I ST NE,Miami,OK,74354,4,"Public, 2-year",917.0,1160.0,2077.0,1,3,0,0,"Northeastern Oklahoma A&M College, 200 I ST NE, Miami, OK 74354","[36.8777355, -94.8650696]",36.8777355,-94.8650696
5710,Oklahoma Christian University,Oklahoma Christian University,2501 E MEMORIAL ROAD,Edmond,OK,730135599,2,"Private nonprofit, 4-year or above",1406.0,1151.0,2557.0,1,1,0,0,"Oklahoma Christian University, 2501 E MEMORIAL ROAD, Edmond, OK 730135599","[35.6126232, -97.4697937]",35.6126232,-97.4697937
5711,University of Oklahoma-Health Sciences Center,Main Campus,1100 N Lindsay,Oklahoma City,OK,731045810,1,"Public, 4-year or above",1088.0,2234.0,3322.0,0,2,3,0,"University of Oklahoma-Health Sciences Center, 1100 N Lindsay, Oklahoma City, OK 731045810","[35.4797128, -97.50053539999999]",35.4797128,-97.5005354
5712,University of Oklahoma-Health Sciences Center,The University of Oklahoma-Tulsa Schusterman Ctr,4502 E. 41st Street,Tulsa,OK,741352512,1,"Public, 4-year or above",1088.0,2234.0,3322.0,0,2,0,2,"University of Oklahoma-Health Sciences Center, 4502 E. 41st Street, Tulsa, OK 741352512","[36.1023842, -95.92444069999999]",36.1023842,-95.9244407
5715,Oklahoma Panhandle State University,Main Campus,323 EAGLE AVE,Goodwell,OK,739390430,1,"Public, 4-year or above",587.0,620.0,1207.0,0,0,0,1,"Oklahoma Panhandle State University, 323 EAGLE AVE, Goodwell, OK 739390430","[36.593193, -101.639955]",36.593193,-101.639955
5719,Oklahoma Baptist University,Oklahoma Baptist University,500 W UNIVERSITY,SHAWNEE,OK,74804,2,"Private nonprofit, 4-year or above",831.0,1242.0,2073.0,0,0,1,0,"Oklahoma Baptist University, 500 W UNIVERSITY, SHAWNEE, OK 74804","[35.3612504, -96.9340847]",35.3612504,-96.9340847
5720,Oklahoma City Community College,Main Campus,7777 S MAY AVE,OKLAHOMA CITY,OK,731599987,4,"Public, 2-year",5210.0,7347.0,12557.0,0,1,1,0,"Oklahoma City Community College, 7777 S MAY AVE, OKLAHOMA CITY, OK 731599987","[35.3876286, -97.5701254]",35.3876286,-97.5701254
5724,Oklahoma City University,Oklahoma City University,2501 N BLACKWELDER,OKLAHOMA CITY,OK,731061402,2,"Private nonprofit, 4-year or above",1152.0,1816.0,2968.0,2,0,1,0,"Oklahoma City University, 2501 N BLACKWELDER, OKLAHOMA CITY, OK 731061402","[35.4955747, -97.5410682]",35.4955747,-97.5410682
5725,University of Oklahoma-Norman Campus,Norman Campus,660 PARRINGTON OVAL,NORMAN,OK,730193072,1,"Public, 4-year or above",14179.0,13739.0,27918.0,9,3,0,3,"University of Oklahoma-Norman Campus, 660 PARRINGTON OVAL, NORMAN, OK 730193072","[35.2058936, -97.4457137]",35.2058936,-97.4457137
5727,Oklahoma State University Institute of Technology,Main Campus,1801 E 4TH ST,OKMULGEE,OK,744473901,1,"Public, 4-year or above",1548.0,848.0,2396.0,0,0,1,0,"Oklahoma State University Institute of Technology, 1801 E 4TH ST, OKMULGEE, OK 744473901","[35.6279551, -95.9388407]",35.6279551,-95.9388407
5730,Rogers State University,Rogers State University,1701 West Will Rogers Blvd.,Claremore,OK,740173252,1,"Public, 4-year or above",1530.0,2373.0,3903.0,0,1,0,0,"Rogers State University, 1701 West Will Rogers Blvd., Claremore, OK 740173252","[36.3182518, -95.64063519999999]",36.3182518,-95.6406352
5733,Rose State College,Rose State College,6420 S E 15TH,MIDWEST CITY,OK,731102799,4,"Public, 2-year",2672.0,4268.0,6940.0,1,0,0,0,"Rose State College, 6420 S E 15TH, MIDWEST CITY, OK 731102799","[35.4440908, -97.4136685]",35.4440908,-97.4136685
5737,University of Science and Arts of Oklahoma,Main Campus,1727 W. Alabama,Chickasha,OK,730185322,1,"Public, 4-year or above",280.0,533.0,813.0,2,0,0,1,"University of Science and Arts of Oklahoma, 1727 W. Alabama, Chickasha, OK 730185322","[35.0315041, -97.95533569999999]",35.0315041,-97.9553357
5740,Southeastern Oklahoma State University,Main Campus,425 W. University,Durant,OK,747010609,1,"Public, 4-year or above",1741.0,1984.0,3725.0,3,2,0,3,"Southeastern Oklahoma State University, 425 W. University, Durant, OK 747010609","[34.0058724, -96.3792838]",34.0058724,-96.3792838
5745,Southwestern Oklahoma State University,Southwestern Oklahoma State University,100 CAMPUS DR,WEATHERFORD,OK,730963098,1,"Public, 4-year or above",2189.0,3131.0,5320.0,0,0,0,1,"Southwestern Oklahoma State University, 100 CAMPUS DR, WEATHERFORD, OK 730963098","[35.5355498, -98.707797]",35.5355498,-98.707797
5747,Tulsa Community College,Northeast Campus,3727 East Apache,Tulsa,OK,741153151,4,"Public, 2-year",6805.0,10330.0,17135.0,0,0,1,0,"Tulsa Community College, 3727 East Apache, Tulsa, OK 741153151","[36.1935335, -95.93779889999999]",36.1935335,-95.9377989
5751,University of Tulsa,Main Campus,800 Tucker Drive,TULSA,OK,741049700,2,"Private nonprofit, 4-year or above",2602.0,1961.0,4563.0,13,0,1,0,"University of Tulsa, 800 Tucker Drive, TULSA, OK 741049700","[36.1519879, -95.946]",36.1519879,-95.946
5763,Central Oregon Community College,Main Campus - Bend,2600 NW COLLEGE WAY,BEND,OR,977035933,4,"Public, 2-year",2638.0,3073.0,5711.0,0,3,2,0,"Central Oregon Community College, 2600 NW COLLEGE WAY, BEND, OR 977035933","[44.07136029999999, -121.3485532]",44.0713603,-121.3485532
5769,Chemeketa Community College,Main Campus,4000 LANCASTER DR NE,SALEM,OR,97305,4,"Public, 2-year",4803.0,5994.0,10797.0,0,1,1,0,"Chemeketa Community College, 4000 LANCASTER DR NE, SALEM, OR 97305","[44.97944469999999, -122.978655]",44.9794447,-122.978655
5776,Clackamas Community College,Main Campus,19600 MOLALLA AVE,OREGON CITY,OR,97045,4,"Public, 2-year",3635.0,3142.0,6777.0,0,0,0,1,"Clackamas Community College, 19600 MOLALLA AVE, OREGON CITY, OR 97045","[45.3229707, -122.5743069]",45.3229707,-122.5743069
5782,Concordia University-Portland,Main Campus,2811 NE Holman Street,Portland,OR,972116099,2,"Private nonprofit, 4-year or above",1403.0,4052.0,5455.0,2,0,2,0,"Concordia University-Portland, 2811 NE Holman Street, Portland, OR 972116099","[45.5701912, -122.6368874]",45.5701912,-122.6368874
